PlayerId,FirstName,LastName,CommonName,ShortName,Gender,BirthDate,BirthCity,BirthCountry,Nationality,Height,Weight,Status,Hand,YearPro,SinglesWorldRank,DoublesWorldRank
74560421,Stefana,Lazar,Stefana Lazar,S. Lazar,female,,,Romania,Romania,,,active,,,,
74560421,Darya,Astakhova,Darya Astakhova,D. Astakhova,female,2002-01-26T00:00:00,,Russia,Russia,,,active,,,,
74560422,Andreea,Rosca,Andreea Rosca,A. Rosca,female,1999-03-20T00:00:00,,Romania,Romania,,,active,,,,
74560422,Yuki,Naito,Yuki Naito,Y. Naito,female,2001-02-16T00:00:00,,Japan,Japan,,,active,,,,
74560423,Alexis,Galarneau,Alexis Galarneau,A. Galarneau,male,1999-02-03T00:00:00,,Canada,Canada,180.0,75.0,active,Right,,,
74560423,Liam,Draxl,Liam Draxl,L. Draxl,male,2001-12-05T00:00:00,,Canada,Canada,,,active,Unknown,,,
74560424,Cleeve,Harper,Cleeve Harper,C. Harper,male,,,Canada,Canada,,,active,Right,,,40.0
74560424,Katherine,Sebov,Katherine Sebov,K. Sebov,female,1999-01-05T00:00:00,,Canada,Canada,,,active,,,,
74560425,Kayla,Cross,Kayla Cross,K. Cross,female,,,Canada,Canada,,,active,,,,
74560425,Victoria,Mboko,Victoria Mboko,V. Mboko,female,,"Charlotte, NC",United States,Canada,179.0,,active,Right,,11.0,
74560425,Moyuka,Uchijima,Moyuka Uchijima,M. Uchijima,female,,"Kuala Lumpur, Kuala Lumpur",Malaysia,Japan,175.0,,active,Right,,43.0,
74560426,Brittany,Collens,Brittany Collens,B. Collens,female,1995-04-05T00:00:00,,United States,United States,,,active,,,,
74560426,Victoria,Hu,Victoria Hu,V. Hu,female,2002-04-25T00:00:00,,United States,United States,,,active,,,,
74560427,Elysia,Bolton,Elysia Bolton,E. Bolton,female,2000-03-24T00:00:00,,United States,United States,,,active,,,,
74560427,Katrina,Scott,Katrina Scott,K. Scott,female,,,United States,United States,,,active,Left,,,
74560428,Victoria,Jimenez Kasintseva,Victoria Jimenez Kasintseva,V. Jimenez Kasintseva,female,,,Andorra,Andorra,,,active,Unknown,,,
74560428,Eugenie,Bouchard,Eugenie Bouchard,E. Bouchard,female,1994-02-25T00:00:00,,Canada,Canada,178.0,61.0,active,Right,,,
74560429,Cadence,Brace,Cadence Brace,C. Brace,female,,,Canada,Canada,,,active,,,,
74560429,Marina,Stakusic,Marina Stakusic,M. Stakusic,female,,,Canada,Canada,,,active,,,,
74560430,Jessie,Aney,Jessie Aney,J. Aney,female,1998-04-19T00:00:00,,United States,United States,,,active,,,,
74560430,Kurumi,Nara,Kurumi Nara,K. Nara,female,1991-12-30T00:00:00,,Japan,Japan,155.0,53.0,active,Right,,,
74560431,Gabriel,Diallo,Gabriel Diallo,G. Diallo,male,,"Montréal, QC",Canada,Canada,203.0,90.0,active,Right,,16.0,
74560431,Zsombor,Piros,Zsombor Piros,Z. Piros,male,1999-10-13T00:00:00,,Hungary,Hungary,180.0,68.0,active,Right,2016.0,,
74560432,Clement,Chidekh,Clement Chidekh,C. Chidekh,male,2001-01-13T00:00:00,,France,France,,,active,,,,
74560432,Laurent,Lokoli,Laurent Lokoli,L. Lokoli,male,1994-10-18T00:00:00,,France,France,188.0,78.0,active,Right,,,
74560432,Alafia,Ayeni,Alafia Ayeni,A. Ayeni,male,1999-08-10T00:00:00,,United States,United States,,,active,,,,
74560433,Ulises,Blanch,Ulises Blanch,U. Blanch,male,,,United States,United States,188.0,78.0,active,Right,,,
74560433,Govind,Nanda,Govind Nanda,G. Nanda,male,2001-02-17T00:00:00,,United States,United States,,,active,Right,,,
74560434,Skander,Mansouri,Skander Mansouri,S. Mansouri,male,,Tunis,Tunisia,Tunisia,193.0,86.0,active,Right,,,46.0
74560434,Matthew,Thomson,Matthew Thomson,M. Thomson,male,2000-05-28T00:00:00,,United States,United States,,,active,,,,
74560435,Peyton,Stearns,Peyton Stearns,P. Stearns,female,,"Cincinnati, OH",United States,United States,173.0,,active,Right,,28.0,
74560435,Dalayna,Hewitt,Dalayna Hewitt,D. Hewitt,female,2000-12-16T00:00:00,,United States,United States,,,active,,,,
74560436,Juan Carlos,Aguilar,Juan Carlos Aguilar,JC. Aguilar,male,1998-11-20T00:00:00,,England,Canada,168.0,60.0,active,Right,,,
74560436,Marko,Stakusic,Marko Stakusic,M. Stakusic,male,,,Canada,Canada,,,active,,,,
74560437,Nicolas,Mejia,Nicolas Mejia,N. Mejia,male,2000-02-11T00:00:00,,Colombia,Colombia,183.0,79.0,active,Right,2019.0,,
74560437,Maxime,Janvier,Maxime Janvier,M. Janvier,male,1996-10-18T00:00:00,,France,France,196.0,85.0,active,Right,2014.0,,
74560438,Aidan,Mchugh,Aidan Mchugh,A. Mchugh,male,2000-07-09T00:00:00,,Great Britain,Great Britain,,,active,,,,
74560438,Hiroki,Moriya,Hiroki Moriya,H. Moriya,male,1990-10-16T00:00:00,,Japan,Japan,168.0,65.0,active,Right,,,
74560439,Aziz,Dougaz,Aziz Dougaz,A. Dougaz,male,1997-03-26T00:00:00,,Tunisia,Tunisia,188.0,82.0,active,Left,2020.0,,
74560439,Sekou,Bangoura,Sekou Bangoura,S. Bangoura,male,1991-11-18T00:00:00,,United States,United States,183.0,77.0,active,Right,2011.0,,
74560439,Ezekiel,Clark,Ezekiel Clark,E. Clark,male,1998-07-19T00:00:00,,United States,United States,170.0,66.0,active,Right,,,
74560440,Hady,Habib,Hady Habib,H. Habib,male,1998-08-21T00:00:00,,United States,United States,185.0,85.0,active,Right,,,
74560440,Strong,Kirchheimer,Strong Kirchheimer,S. Kirchheimer,male,1995-04-26T00:00:00,,United States,United States,185.0,79.0,active,Right,,,
74560441,Omni,Kumar,Omni Kumar,O. Kumar,male,2001-10-10T00:00:00,,United States,United States,,,active,,,,
74560441,Kyle,Seelig,Kyle Seelig,K. Seelig,male,1997-09-17T00:00:00,,United States,United States,,,active,Left,,,
74560442,Evan,Zhu,Evan Zhu,E. Zhu,male,1998-08-15T00:00:00,,United States,United States,185.0,70.0,active,Right,,,
74560442,Shintaro,Mochizuki,Shintaro Mochizuki,S. Mochizuki,male,2003-06-02T00:00:00,,Japan,Japan,,70.0,active,Right,,,
74560443,Himeno,Sakatsume,Himeno Sakatsume,H. Sakatsume,female,2001-08-03T00:00:00,,Japan,Japan,,,active,,,,
74560443,Iryna,Shymanovich,Iryna Shymanovich,I. Shymanovich,female,1997-06-30T00:00:00,,Belarus,Belarus,,,active,Right,,,
74560444,Justin,Boulais,Justin Boulais,J. Boulais,male,,,Canada,Canada,,,active,Left,,,
74560444,Dan,Martin,Dan Martin,D. Martin,male,,,Canada,Canada,,,active,,,,
74560445,Colin,Markes,Colin Markes,C. Markes,male,1997-03-01T00:00:00,,United States,United States,,,active,,,,
74560445,Aidan,Mayo,Aidan Mayo,A. Mayo,male,2003-05-14T00:00:00,,United States,United States,,,active,,,,
74560445,Osgar,O'Hoisin,Osgar O'Hoisin,O. O'Hoisin,male,1996-09-03T00:00:00,,Republic of Ireland,Republic of Ireland,193.0,82.0,active,Right,,,
74560446,Yibing,Wu,Wu Yibing,Wu Yibing,male,,,China PR,China PR,180.0,75.0,active,Right,,46.0,
74560446,Zhizhen,Zhang,Zhang Zhizhen,Zhang Zhizhen,male,,Shanghai,China PR,China PR,193.0,87.0,active,Right,,41.0,41.0
74560447,Brandon,Holt,Brandon Holt,B. Holt,male,,"Rolling Hills, CA",United States,United States,185.0,82.0,active,Right,,46.0,
74560447,Learner,Tien,Learner Tien,L. Tien,male,,"Irvine, CA",United States,United States,180.0,,active,Left,,25.0,
74560448,Sara,Bejlek,Sara Bejlek,S. Bejlek,female,,,Czech Republic,Czech Republic,,,active,Left,,,
74560448,Evgeniya,Rodina,Evgeniya Rodina,E. Rodina,female,1989-02-04T00:00:00,,Russia,Russia,170.0,60.0,active,Right,2004.0,,
74560449,Eleana,Yu,Eleana Yu,E. Yu,female,,,United States,United States,,,active,,,,
74560449,Keegan,Smith,Keegan Smith,K. Smith,male,1998-06-23T00:00:00,,United States,United States,,,active,Left,,,
74560450,Ante,Pavic,Ante Pavic,A. Pavic,male,1989-03-07T00:00:00,,Croatia,Croatia,196.0,96.0,active,Right,,,
74560450,Sebastian,Gorzny,Sebastian Gorzny,S. Gorzny,male,,,United States,United States,,,active,,,,
74560451,Alex,Michelsen,Alex Michelsen,A. Michelsen,male,,"Laguna Hills, CA",United States,United States,193.0,79.0,active,Right,,15.0,33.0
74560451,Nicholas,Godsick,Nicholas Godsick,N. Godsick,male,2004-09-15T00:00:00,,United States,United States,,,active,,,,
74560452,Ethan,Quinn,Ethan Quinn,E. Quinn,male,,"Fresno, CA",United States,United States,191.0,,active,Right,,38.0,
74560452,Marcelo,Demoliner,Marcelo Demoliner,Marcelo Demoliner,male,,"Caxias do Sul, RS",Brazil,Brazil,191.0,86.0,active,Right,,,41.0
74560452,Reese,Brantmeier,Reese Brantmeier,R. Brantmeier,female,2004-10-05T00:00:00,,United States,United States,,,active,,,,
74560453,Clervie,Ngounoue,Clervie Ngounoue,C. Ngounoue,female,,,United States,United States,,,active,,,,
74560453,Whitney,Osuigwe,Whitney Osuigwe,W. Osuigwe,female,2000-04-17T00:00:00,,United States,United States,,,active,,,,
74560454,Jaeda,Daniel,Jaeda Daniel,J. Daniel,female,1999-07-28T00:00:00,,United States,United States,,,active,,,,
74560454,Victor,Paganetti,Victor Paganetti,V. Paganetti,male,2003-04-02T00:00:00,,France,France,,,active,,,,
74560455,Nuria,Brancaccio,Nuria Brancaccio,N. Brancaccio,female,2000-06-24T00:00:00,,Italy,Italy,,,active,,,,
74560455,Ioana Loredana,Rosca,Ioana Loredana Rosca,I. Rosca,female,1996-09-20T00:00:00,,Romania,Romania,,,active,,,,
74560456,Vittoria,Paganetti,Vittoria Paganetti,V. Paganetti,female,,,Italy,Italy,,,active,,,,
74560456,Diletta,Cherubini,Diletta Cherubini,D. Cherubini,female,,,Italy,Italy,,,active,Right,,,
74560457,Tayisiya,Morderger,Tayisiya Morderger,T. Morderger,female,1997-03-07T00:00:00,,Germany,Germany,,,active,,,,
74560457,Nika,Radisic,Nika Radisic,N. Radisic,female,2000-03-19T00:00:00,,Slovenia,Slovenia,,,active,,,,
74560458,Pia,Lovric,Pia Lovric,P. Lovric,female,,,Slovenia,Slovenia,,,active,Left,,,
74560458,Lara,Smejkal,Lara Smejkal,L. Smejkal,female,,,Slovenia,Slovenia,,,active,,,,
74560459,En-Shuo,Liang,Liang En-Shuo,Liang En-Shuo,female,2000-10-02T00:00:00,,Chinese Taipei,Chinese Taipei,,,active,Left,,,
74560459,Ankita,Raina,Ankita Raina,A. Raina,female,1993-01-11T00:00:00,,India,India,,,active,Right,,,
74560459,Karman,Thandi,Karman Thandi,K. Thandi,female,1998-06-16T00:00:00,,India,India,,,active,,,,
74560460,Kyoka,Okamura,Kyoka Okamura,K. Okamura,female,1995-10-06T00:00:00,,Japan,Japan,,,active,Left,,,
74560460,Mariia,Tkacheva,Mariia Tkacheva,M. Tkacheva,female,2001-12-17T00:00:00,,Russia,Russia,,,active,,,,
74560461,Luisa,Stefani,Luisa Stefani,L. Stefani,female,1997-08-09T00:00:00,,Brazil,Brazil,,,active,,,,
74560461,Sharrmadaa,Baluu,Sharrmadaa Baluu,S. Baluu,female,,,India,India,,,active,,,,
74560462,Riya,Bhatia,Riya Bhatia,R. Bhatia,female,1997-09-24T00:00:00,,India,India,,,active,Unknown,,,
74560462,Georgia,Craciun,Georgia Craciun,G. Craciun,female,1999-07-14T00:00:00,,Romania,Romania,,,active,,,,
74560463,Christina,Rosca,Christina Rosca,C. Rosca,female,1997-07-25T00:00:00,,United States,United States,,,active,,,,
74560463,Nigina,Abduraimova,Nigina Abduraimova,N. Abduraimova,female,1994-07-07T00:00:00,,Uzbekistan,Uzbekistan,,,active,,,,
74560464,Rutuja,Bhosale,Rutuja Bhosale,R. Bhosale,female,1996-03-27T00:00:00,,India,India,,,active,,,,
74560464,Dayeon,Back,Back Dayeon,Back Dayeon,female,,,Korea Republic,Korea Republic,,,active,,,,
74560465,Na-Lae,Han,Han Na-Lae,Han Na-Lae,female,1992-07-06T00:00:00,,Korea Republic,Korea Republic,,,active,,,,
74560465,Boyoung,Jeong,Jeong Boyoung,Jeong Boyoung,female,2003-05-21T00:00:00,,Korea Republic,Korea Republic,,,active,,,,
74560466,Sohyun,Park,Park Sohyun,Park Sohyun,female,2002-07-02T00:00:00,,Korea Republic,Korea Republic,,,active,Left,,,
74560466,Dabin,Kim,Kim Dabin,Kim Dabin,female,1997-01-02T00:00:00,,Korea Republic,Korea Republic,,,active,,,,
74560466,Yeonwoo,Ku,Ku Yeonwoo,Ku Yeonwoo,female,,,Korea Republic,Korea Republic,,,active,Right,,,
74560467,Ji-Hee,Choi,Choi Ji-Hee,Choi Ji-Hee,female,1995-02-10T00:00:00,,Korea Republic,Korea Republic,,,active,,,,
74560467,Isabella,Shinikova,Isabella Shinikova,I. Shinikova,female,1991-10-25T00:00:00,,Bulgaria,Bulgaria,,,active,,,,
74560468,Rina,Saigo,Rina Saigo,R. Saigo,female,2000-10-17T00:00:00,,Japan,Japan,,,active,,,,
74560468,Zachary,Svajda,Zachary Svajda,Z. Svajda,male,2002-11-29T00:00:00,,United States,United States,,,active,Unknown,,,
74560469,Rebeka,Stolmar,Rebeka Stolmar,R. Stolmar,female,,,Hungary,Hungary,,,active,,,,
74560469,Kitti,Molnar,Kitti Molnar,K. Molnar,female,,,Hungary,Hungary,,,active,,,,
74560470,Viktoria,Varga,Viktoria Varga,V. Varga,female,,,Hungary,Hungary,,,active,,,,
74560470,Zhibek,Kulambayeva,Zhibek Kulambayeva,Z. Kulambayeva,female,2000-03-26T00:00:00,,Kazakhstan,Kazakhstan,,,active,,,,
74560471,Diāna,Marcinkēviča,Diāna Marcinkēviča,D. Marcinkēviča,female,1992-08-03T00:00:00,Rīga,Latvia,Latvia,170.0,,active,Unknown,,,
74560471,Dan,Added,Dan Added,D. Added,male,,,France,France,183.0,72.0,active,Right,,,42.0
74560472,Evan,Furness,Evan Furness,E. Furness,male,1998-08-13T00:00:00,,France,France,170.0,66.0,active,Right,,,
74560472,Michael,Geerts,Michael Geerts,M. Geerts,male,1995-01-17T00:00:00,,Belgium,Belgium,178.0,72.0,active,Right,,,
74560473,Andrea,Arnaboldi,Andrea Arnaboldi,A. Arnaboldi,male,1987-12-27T00:00:00,,Italy,Italy,180.0,72.0,active,Left,2006.0,,
74560473,Riccardo,Bonadio,Riccardo Bonadio,R. Bonadio,male,1993-07-13T00:00:00,,Italy,Italy,180.0,78.0,active,Right,,,
74560473,Joao,Domingues,Joao Domingues,J. Domingues,male,1993-10-05T00:00:00,,Portugal,Portugal,178.0,70.0,active,Right,2013.0,,
74560474,Gastao,Elias,Gastao Elias,G. Elias,male,1990-11-24T00:00:00,,Portugal,Portugal,180.0,76.0,active,Right,2008.0,,
74560474,Nicholas,David Ionel,Nicholas David Ionel,N. David Ionel,male,2002-10-12T00:00:00,,Romania,Romania,,,active,Right,,,
74560475,Oriol,Roca Batalla,Oriol Roca Batalla,O. Roca Batalla,male,1993-04-30T00:00:00,,Spain,Spain,,,active,,,,
74560475,Nicolas,Moreno De Alboran,Nicolas Moreno De Alboran,N. Moreno De Alboran,male,1997-07-14T00:00:00,,United States,United States,,,active,Left,,,
74560476,Quinn,Gleason,Quinn Gleason,Q. Gleason,female,1994-11-10T00:00:00,,United States,United States,,,active,Unknown,,,
74560476,Francesca,Pace,Francesca Pace,F. Pace,female,,,Italy,Italy,,,active,Right,,,
74560477,Federica,Urgesi,Federica Urgesi,F. Urgesi,female,,,Italy,Italy,,,active,,,,
74560477,Yunseong,Chung,Chung Yunseong,Chung Yunseong,male,1998-03-27T00:00:00,,Korea Republic,Korea Republic,178.0,78.0,active,Right,2017.0,,
74560478,Seongchan,Hong,Hong Seongchan,Hong Seongchan,male,1996-06-30T00:00:00,,Korea Republic,Korea Republic,,,active,Right,,,
74560478,Jisung,Nam,Nam Jisung,Nam Jisung,male,1993-08-15T00:00:00,,Korea Republic,Korea Republic,,,active,,,,
74560479,Aleksandar,Kovacevic,Aleksandar Kovacevic,A. Kovacevic,male,,New York,United States,United States,183.0,79.0,active,Right,,32.0,
74560479,Minkyu,Song,Song Minkyu,Song Minkyu,male,1990-08-25T00:00:00,,Korea Republic,Korea Republic,183.0,77.0,active,Right,,,
74560480,Hyeon,Chung,Chung Hyeon,Chung Hyeon,male,1996-05-19T00:00:00,Suwon,Korea Republic,Korea Republic,188.0,87.0,active,Right,2014.0,,
74560480,Dimitar,Kuzmanov,Dimitar Kuzmanov,D. Kuzmanov,male,1993-07-28T00:00:00,,Bulgaria,Bulgaria,183.0,77.0,active,Right,2009.0,,
74560480,Alexandar,Lazarov,Alexandar Lazarov,A. Lazarov,male,1997-11-06T00:00:00,,Bulgaria,Bulgaria,191.0,84.0,active,Right,2016.0,,
74560481,Alexander,Donski,Alexander Donski,A. Donski,male,1998-08-01T00:00:00,,Bulgaria,Bulgaria,,,active,Left,,,
74560481,Yanaki,Milev,Yanaki Milev,Y. Milev,male,2004-04-15T00:00:00,,Bulgaria,Bulgaria,,,active,,,,
74560482,Petr,Nesterov,Petr Nesterov,P. Nesterov,male,2003-03-07T00:00:00,,Bulgaria,Bulgaria,,,active,,,,
74560482,Adam,Pavlasek,Adam Pavlasek,A. Pavlasek,male,,Bílovec,Czech Republic,Czechia,185.0,76.0,active,Right,,,15.0
74560483,Fabian,Fallert,Fabian Fallert,F. Fallert,male,1997-05-12T00:00:00,,Germany,Germany,,,active,Right,,,
74560483,Dragos Nicolae,Madaras,Dragos Nicolae Madaras,D. Madaras,male,1997-09-12T00:00:00,,Sweden,Sweden,191.0,85.0,active,Left,,,
74560484,Elena,Malygina,Elena Malygina,E. Malygina,female,2000-05-27T00:00:00,,Estonia,Estonia,,,active,,,,
74560484,Maileen,Nuudi,Maileen Nuudi,M. Nuudi,female,2000-05-24T00:00:00,,Estonia,Estonia,,,active,,,,
74560485,Daniela,Vismane,Daniela Vismane,D. Vismane,female,2000-08-10T00:00:00,,Latvia,Latvia,,,active,Left,,,
74560485,Edan,Leshem,Edan Leshem,E. Leshem,male,1997-03-19T00:00:00,,Israel,Israel,183.0,72.0,active,Right,,,
74560486,Yshai,Oliel,Yshai Oliel,Y. Oliel,male,2000-05-01T00:00:00,,Israel,Israel,,,active,,,,
74560486,Marius,Copil,Marius Copil,M. Copil,male,1990-10-17T00:00:00,Arad,Romania,Romania,191.0,90.0,active,Right,2008.0,,
74560487,Hamad,Međjedović,Hamad Međjedović,H. Međjedović,male,,Novi Pazar,Serbia and Montenegro,Serbia,188.0,,active,Right,,31.0,
74560487,Daniel,Cukierman,Daniel Cukierman,D. Cukierman,male,1995-07-09T00:00:00,,Israel,Israel,,70.0,active,Right,,,
74560487,Marco,Bortolotti,Marco Bortolotti,M. Bortolotti,male,,,Italy,Italy,175.0,72.0,active,Left,,,42.0
74560488,Sergio,Martos Gornes,Sergio Martos Gornes,S. Martos Gornes,male,1994-10-19T00:00:00,,Spain,Spain,185.0,80.0,active,Left,,,
74560488,Beibit,Zhukayev,Beibit Zhukayev,B. Zhukayev,male,2000-10-12T00:00:00,,Kazakhstan,Kazakhstan,,,active,Left,,,
74560489,Grigoriy,Lomakin,Grigoriy Lomakin,G. Lomakin,male,1998-03-18T00:00:00,,Kazakhstan,Kazakhstan,198.0,78.0,active,Right,,,
74560489,Denis,Yevseyev,Denis Yevseyev,D. Yevseyev,male,1993-05-22T00:00:00,,Kazakhstan,Kazakhstan,185.0,81.0,active,Right,,,
74560490,Rio,Noguchi,Rio Noguchi,R. Noguchi,male,1998-12-28T00:00:00,,Japan,Japan,168.0,63.0,active,Right,,,
74560490,Sho,Shimabukuro,Sho Shimabukuro,S. Shimabukuro,male,1997-07-30T00:00:00,,Japan,Japan,183.0,75.0,active,Unknown,,,
74560491,Yuta,Shimizu,Yuta Shimizu,Y. Shimizu,male,1999-06-09T00:00:00,,Japan,Japan,163.0,62.0,active,Left,,,
74560491,Yasutaka,Uchiyama,Yasutaka Uchiyama,Y. Uchiyama,male,1992-08-05T00:00:00,,Japan,Japan,183.0,78.0,active,Right,2011.0,,
74560492,Toshihide,Matsui,Toshihide Matsui,T. Matsui,male,1978-04-19T00:00:00,,Japan,Japan,180.0,77.0,active,Right,2001.0,,
74560492,Kaito,Uesugi,Kaito Uesugi,K. Uesugi,male,1995-06-02T00:00:00,,Japan,Japan,180.0,70.0,active,Right,,,
74560493,Yasmine,Mansouri,Yasmine Mansouri,Y. Mansouri,female,2001-05-15T00:00:00,,France,France,,,active,,,,
74560493,Mirra,Andreeva,Mirra Andreeva,M. Andreeva,female,,Krasnoyarsk,Russia,Russia,171.0,,active,Right,,1.0,
74560493,Ines,Ibbou,Ines Ibbou,I. Ibbou,female,1999-01-05T00:00:00,,Algeria,Algeria,,,active,,,,
74560494,Francesco,Maestrelli,Francesco Maestrelli,F. Maestrelli,male,2002-12-21T00:00:00,,Italy,Italy,,,active,,,,
74560494,Alexey,Vatutin,Alexey Vatutin,A. Vatutin,male,1992-10-27T00:00:00,,Russia,Russia,178.0,69.0,active,Right,2010.0,,
74560495,Martin,Landaluce,Martin Landaluce,Martin Landaluce,male,,,Spain,Spain,,,active,Right,,,
74560495,Alyssa,Ahn,Alyssa Ahn,A. Ahn,female,,,United States,United States,,,active,,,,
74560496,Katherine,Hui,Katherine Hui,K. Hui,female,,,United States,United States,,,active,,,,
74560496,Gilles Arnaud,Bailly,Gilles Arnaud Bailly,GA. Bailly,male,,,Belgium,Belgium,,,active,,,,
74560497,Xavier,Malisse,Xavier Malisse,X. Malisse,male,,,Belgium,Belgium,185.0,83.0,active,Right,,,
74560497,Ruben,Bemelmans,Ruben Bemelmans,R. Bemelmans,male,,,Belgium,Belgium,183.0,75.0,active,Left,2006.0,,
74560498,Alexander,Blockx,Alexander Blockx,A. Blockx,male,,,Belgium,Belgium,,,active,,,,
74560498,Simon,Freund,Simon Freund,S. Freund,male,,,Sweden,Sweden,,,active,Left,,,
74560499,Anastasiya,Komardina,Anastasiya Komardina,A. Komardina,female,,,Russia,Russia,,,active,Left,,,
74560499,Bethanie,Mattek-Sands,Bethanie Mattek-Sands,B. Mattek-Sands,female,,,United States,United States,,,active,Right,,,
74560500,Stefano,Napolitano,Stefano Napolitano,S. Napolitano,male,,,Italy,Italy,196.0,90.0,active,Right,2012.0,,
74560500,Andrea,Pellegrino,Andrea Pellegrino,A. Pellegrino,male,,,Italy,Italy,185.0,81.0,active,Right,,,38.0
74560500,Jerome,Kym,Jerome Kym,J. Kym,male,,Rheinfelden,Switzerland,Switzerland,198.0,87.0,active,Left,,,
74560501,Ana Paola,Gonzalez Dominguez,Ana Paola Gonzalez,A. Gonzalez,female,,,Mexico,Mexico,,,active,,,,
74560501,Quetzali,Vazquez Montesinos,Quetzali Vazquez Montesinos,Q. Vazquez Montesinos,female,,,Mexico,Mexico,,,active,,,,
74560502,Anna,Rogers,Anna Rogers,A. Rogers,female,,,United States,United States,,,active,,,,
74560502,Arthur,Fils,Arthur Fils,A. Fils,male,,Bondoufle,France,France,185.0,83.0,active,Right,,11.0,
74560503,Maria,Mateas,Maria Mateas,M. Mateas,female,,,United States,United States,,,active,Left,,,
74560503,Karolina,Berankova,Karolina Berankova,K. Berankova,female,,,Czech Republic,Czech Republic,,,active,,,,
74560504,Elizabeth,Coleman,Elizabeth Coleman,E. Coleman,female,,,United States,United States,,,active,,,,
74560504,Elena-Teodora,Cadar,Elena-Teodora Cadar,E. Cadar,female,,,Romania,Romania,,,active,,,,
74560505,Hanna,Chang,Hanna Chang,H. Chang,female,,,United States,United States,,,active,,,,
74560505,Mikelis,Libietis,Mikelis Libietis,M. Libietis,male,,,Latvia,Latvia,193.0,87.0,active,Right,,,
74560506,Luca,Margaroli,Luca Margaroli,L. Margaroli,male,,,Italy,Switzerland,183.0,81.0,active,Right,,,
74560506,Fernanda,Astete,Fernanda Astete,F. Astete,female,,,Chile,Chile,,,active,,,,
74560507,Fernanda,Labrana,Fernanda Labrana,F. Labrana,female,,,Chile,Chile,,,active,,,,
74560507,Emiliana,Arango,Emiliana Arango,E. Arango,female,,Medellín,Colombia,Colombia,,,active,Right,,25.0,
74560507,Diana,Shnaider,Diana Shnaider,D. Shnaider,female,,Moskva,Russia,Russia,170.0,,active,Left,,4.0,
74560508,Rosa,Vicens Mas,Rosa Vicens Mas,R. Vicens Mas,female,,,Spain,Spain,,,active,,,,
74560508,Valeriya,Strakhova,Valeriya Strakhova,V. Strakhova,female,,,Ukraine,Ukraine,,,active,Unknown,,,
74560509,Chiara,Di Genova,Chiara Di Genova,C. Di Genova,female,,,Argentina,Argentina,,,active,,,,
74560509,Julia,Riera,Julia Riera,J. Riera,female,,,Argentina,Argentina,,,active,,,,
74560510,Natalija,Stevanović,Natalija Stevanović,N. Stevanović,female,,,Serbia,Serbia,,,active,,,,
74560510,Martina,Capurro Taborda,Martina Capurro Taborda,M. Capurro Taborda,female,,,Argentina,Argentina,,,active,,,,
74560511,Camila,Romero,Camila Romero,C. Romero,female,,,Ecuador,Ecuador,,,active,,,,
74560511,Guillermina,Grant,Guillermina Grant,G. Grant,female,,,Uruguay,Uruguay,,,active,Unknown,,,
74560512,Noelia,Zeballos,Noelia Zeballos,N. Zeballos,female,,,Bolivia,Bolivia,,,active,,,,
74560512,Alina,Charaeva,Alina Charaeva,A. Charaeva,female,,,Russia,Russia,,,active,,,,
74560513,Magali,Kempen,Magali Kempen,M. Kempen,female,,,Belgium,Belgium,,,active,,,,
74560513,Joanna,Garland,Joanna Garland,J. Garland,female,,,Chinese Taipei,Chinese Taipei,,,active,,,,
74560514,Emeline,Dartron,Emeline Dartron,E. Dartron,female,,,France,France,,,active,,,,
74560514,Hina,Inoue,Hina Inoue,H. Inoue,female,,,United States,United States,,,active,Right,,,
74560514,Jeremy,Chardy,Jeremy Chardy,J. Chardy,male,,Pau,France,France,188.0,75.0,active,Right,,,
74560515,Manas Manoj,Dhamne,Manas Manoj Dhamne,M. Dhamne,male,,,India,India,,,active,,,,
74560515,Sumit,Nagal,Sumit Nagal,S. Nagal,male,,Jhajjar,India,India,178.0,69.0,active,Right,,42.0,
74560516,Paige Mary,Hourigan,Paige Mary Hourigan,P. Hourigan,female,,,New Zealand,New Zealand,,,active,,,,
74560516,Jeevan,Nedunchezhiyan,Jeevan Nedunchezhiyan,J. Nedunchezhiyan,male,,"Chennai, Tamil Nadu",India,India,173.0,69.0,active,Left,,,46.0
74560517,Kiranpal,Pannu,Kiranpal Pannu,K. Pannu,male,,Wellington,New Zealand,New Zealand,185.0,82.0,active,Right,,,
74560517,Ajeet,Rai,Ajeet Rai,A. Rai,male,,,New Zealand,New Zealand,188.0,72.0,active,,,,
74560518,Finn,Reynolds,Finn Reynolds,F. Reynolds,male,,,New Zealand,New Zealand,,,active,,,,
74560518,Blake,Ellis,Blake Ellis,B. Ellis,male,,,Australia,Australia,191.0,75.0,active,Right,,,
74560519,Jeremy,Beale,Jeremy Beale,J. Beale,male,,,Australia,Australia,193.0,83.0,active,Left,,,
74560519,Guido,Pella,Guido Pella,G. Pella,male,,"Bahía Blanca, Buenos Aires",Argentina,Argentina,185.0,83.0,active,Left,,,
74560520,Dalibor,Švrčina,Dalibor Švrčina,D. Švrčina,male,,,Czech Republic,Czechia,178.0,68.0,active,Right,,46.0,
74560520,Yu Hsiou,Hsu,Hsu Yu Hsiou,Hsu Yu Hsiou,male,,,Chinese Taipei,Chinese Taipei,,,active,,,,
74560521,Mattia,Bellucci,Mattia Bellucci,M. Bellucci,male,,Busto Arsizio,Italy,Italy,175.0,,active,Left,,30.0,
